Datum;Tijd;Parameter;Locatie;Meting;Verwachting;Astronomisch getijden;Eenheid;Bemonsteringshoogte;Referentievlak;
6-9-2018;00:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-94;;;cm;-999999999;NAP;
6-9-2018;01:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-96;;;cm;-999999999;NAP;
6-9-2018;01:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-97;;;cm;-999999999;NAP;
6-9-2018;01:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-96;;;cm;-999999999;NAP;
6-9-2018;01:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-94;;;cm;-999999999;NAP;
6-9-2018;01:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-90;;;cm;-999999999;NAP;
6-9-2018;01:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-84;;;cm;-999999999;NAP;
6-9-2018;02:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-77;;;cm;-999999999;NAP;
6-9-2018;02:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-69;;;cm;-999999999;NAP;
6-9-2018;02:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-61;;;cm;-999999999;NAP;
6-9-2018;02:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-52;;;cm;-999999999;NAP;
6-9-2018;02:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-43;;;cm;-999999999;NAP;
6-9-2018;02:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-34;;;cm;-999999999;NAP;
6-9-2018;03:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-25;;;cm;-999999999;NAP;
6-9-2018;03:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-15;;;cm;-999999999;NAP;
6-9-2018;03:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-6;;;cm;-999999999;NAP;
6-9-2018;03:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;1;;;cm;-999999999;NAP;
6-9-2018;03:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;9;;;cm;-999999999;NAP;
6-9-2018;03:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;17;;;cm;-999999999;NAP;
6-9-2018;04:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;25;;;cm;-999999999;NAP;
6-9-2018;04:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;31;;;cm;-999999999;NAP;
6-9-2018;04:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;37;;;cm;-999999999;NAP;
6-9-2018;04:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;42;;;cm;-999999999;NAP;
6-9-2018;04:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;47;;;cm;-999999999;NAP;
6-9-2018;04:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;52;;;cm;-999999999;NAP;
6-9-2018;05:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;56;;;cm;-999999999;NAP;
6-9-2018;05:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;59;;;cm;-999999999;NAP;
6-9-2018;05:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;62;;;cm;-999999999;NAP;
6-9-2018;05:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;65;;;cm;-999999999;NAP;
6-9-2018;05:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;67;;;cm;-999999999;NAP;
6-9-2018;05:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;69;;;cm;-999999999;NAP;
6-9-2018;06:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;70;;;cm;-999999999;NAP;
6-9-2018;06:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;72;;;cm;-999999999;NAP;
6-9-2018;06:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;72;;;cm;-999999999;NAP;
6-9-2018;06:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;72;;;cm;-999999999;NAP;
6-9-2018;06:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;72;;;cm;-999999999;NAP;
6-9-2018;06:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;71;;;cm;-999999999;NAP;
6-9-2018;07:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;70;;;cm;-999999999;NAP;
6-9-2018;07:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;69;;;cm;-999999999;NAP;
6-9-2018;07:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;67;;;cm;-999999999;NAP;
6-9-2018;07:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;64;;;cm;-999999999;NAP;
6-9-2018;07:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;61;;;cm;-999999999;NAP;
6-9-2018;07:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;58;;;cm;-999999999;NAP;
6-9-2018;08:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;54;;;cm;-999999999;NAP;
6-9-2018;08:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;50;;;cm;-999999999;NAP;
6-9-2018;08:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;46;;;cm;-999999999;NAP;
6-9-2018;08:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;41;;;cm;-999999999;NAP;
6-9-2018;08:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;37;;;cm;-999999999;NAP;
6-9-2018;08:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;32;;;cm;-999999999;NAP;
6-9-2018;09:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;26;;;cm;-999999999;NAP;
6-9-2018;09:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;22;;;cm;-999999999;NAP;
6-9-2018;09:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;17;;;cm;-999999999;NAP;
6-9-2018;09:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;12;;;cm;-999999999;NAP;
6-9-2018;09:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;7;;;cm;-999999999;NAP;
6-9-2018;09:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;3;;;cm;-999999999;NAP;
6-9-2018;10:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-2;;;cm;-999999999;NAP;
6-9-2018;10:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-6;;;cm;-999999999;NAP;
6-9-2018;10:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-11;;;cm;-999999999;NAP;
6-9-2018;10:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-15;;;cm;-999999999;NAP;
6-9-2018;10:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-20;;;cm;-999999999;NAP;
6-9-2018;10:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-24;;;cm;-999999999;NAP;
6-9-2018;11:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-29;;;cm;-999999999;NAP;
6-9-2018;11:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-33;;;cm;-999999999;NAP;
6-9-2018;11:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-37;;;cm;-999999999;NAP;
6-9-2018;11:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-41;;;cm;-999999999;NAP;
6-9-2018;11:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-45;;;cm;-999999999;NAP;
6-9-2018;11:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-50;;;cm;-999999999;NAP;
6-9-2018;12:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-54;;;cm;-999999999;NAP;
6-9-2018;12:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-58;;;cm;-999999999;NAP;
6-9-2018;12:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-62;;;cm;-999999999;NAP;
6-9-2018;12:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-66;;;cm;-999999999;NAP;
6-9-2018;12:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-71;;;cm;-999999999;NAP;
6-9-2018;12:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-75;;;cm;-999999999;NAP;
6-9-2018;13:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-79;;;cm;-999999999;NAP;
6-9-2018;13:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-82;;;cm;-999999999;NAP;
6-9-2018;13:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-86;;;cm;-999999999;NAP;
6-9-2018;13:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-91;;;cm;-999999999;NAP;
6-9-2018;13:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-93;;;cm;-999999999;NAP;
6-9-2018;13:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-94;;;cm;-999999999;NAP;
6-9-2018;14:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-95;;;cm;-999999999;NAP;
6-9-2018;14:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-96;;;cm;-999999999;NAP;
6-9-2018;14:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-95;;;cm;-999999999;NAP;
6-9-2018;14:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-90;;;cm;-999999999;NAP;
6-9-2018;14:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-85;;;cm;-999999999;NAP;
6-9-2018;14:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-80;;;cm;-999999999;NAP;
6-9-2018;15:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-72;;;cm;-999999999;NAP;
6-9-2018;15:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-62;;;cm;-999999999;NAP;
6-9-2018;15:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-52;;;cm;-999999999;NAP;
6-9-2018;15:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-43;;;cm;-999999999;NAP;
6-9-2018;15:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-34;;;cm;-999999999;NAP;
6-9-2018;15:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-23;;;cm;-999999999;NAP;
6-9-2018;16:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-14;;;cm;-999999999;NAP;
6-9-2018;16:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-4;;;cm;-999999999;NAP;
6-9-2018;16:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;5;;;cm;-999999999;NAP;
6-9-2018;16:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;14;;;cm;-999999999;NAP;
6-9-2018;16:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;22;;;cm;-999999999;NAP;
6-9-2018;16:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;29;;;cm;-999999999;NAP;
6-9-2018;17:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;36;;;cm;-999999999;NAP;
6-9-2018;17:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;43;;;cm;-999999999;NAP;
6-9-2018;17:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;49;;;cm;-999999999;NAP;
6-9-2018;17:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;55;;;cm;-999999999;NAP;
6-9-2018;17:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;60;;;cm;-999999999;NAP;
6-9-2018;17:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;65;;;cm;-999999999;NAP;
6-9-2018;18:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;69;;;cm;-999999999;NAP;
6-9-2018;18:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;73;;;cm;-999999999;NAP;
6-9-2018;18:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;76;;;cm;-999999999;NAP;
6-9-2018;18:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;79;;;cm;-999999999;NAP;
6-9-2018;18:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;82;;;cm;-999999999;NAP;
6-9-2018;18:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;85;;;cm;-999999999;NAP;
6-9-2018;19:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;89;;;cm;-999999999;NAP;
6-9-2018;19:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;91;;;cm;-999999999;NAP;
6-9-2018;19:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;92;;;cm;-999999999;NAP;
6-9-2018;19:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;91;;;cm;-999999999;NAP;
6-9-2018;19:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;91;;;cm;-999999999;NAP;
6-9-2018;19:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;92;;;cm;-999999999;NAP;
6-9-2018;20:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;91;;;cm;-999999999;NAP;
6-9-2018;20:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;89;;;cm;-999999999;NAP;
6-9-2018;20:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;87;;;cm;-999999999;NAP;
6-9-2018;20:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;84;;;cm;-999999999;NAP;
6-9-2018;20:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;80;;;cm;-999999999;NAP;
6-9-2018;20:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;75;;;cm;-999999999;NAP;
6-9-2018;21:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;71;;;cm;-999999999;NAP;
6-9-2018;21:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;66;;;cm;-999999999;NAP;
6-9-2018;21:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;60;;;cm;-999999999;NAP;
6-9-2018;21:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;56;;;cm;-999999999;NAP;
6-9-2018;21:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;51;;;cm;-999999999;NAP;
6-9-2018;21:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;45;;;cm;-999999999;NAP;
6-9-2018;22:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;39;;;cm;-999999999;NAP;
6-9-2018;22:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;34;;;cm;-999999999;NAP;
6-9-2018;22:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;29;;;cm;-999999999;NAP;
6-9-2018;22:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;24;;;cm;-999999999;NAP;
6-9-2018;22:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;19;;;cm;-999999999;NAP;
6-9-2018;22:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;13;;;cm;-999999999;NAP;
6-9-2018;23:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;8;;;cm;-999999999;NAP;
6-9-2018;23:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;3;;;cm;-999999999;NAP;
6-9-2018;23:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-2;;;cm;-999999999;NAP;
6-9-2018;23:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-7;;;cm;-999999999;NAP;
6-9-2018;23:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-11;;;cm;-999999999;NAP;
6-9-2018;23:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-16;;;cm;-999999999;NAP;
7-9-2018;00:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-21;;;cm;-999999999;NAP;
7-9-2018;00:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-25;;;cm;-999999999;NAP;
7-9-2018;00:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-29;;;cm;-999999999;NAP;
7-9-2018;00:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-34;;;cm;-999999999;NAP;
7-9-2018;00:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-38;;;cm;-999999999;NAP;
7-9-2018;00:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-43;;;cm;-999999999;NAP;
7-9-2018;01:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-47;;;cm;-999999999;NAP;
7-9-2018;01:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-52;;;cm;-999999999;NAP;
7-9-2018;01:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-56;;;cm;-999999999;NAP;
7-9-2018;01:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-60;;;cm;-999999999;NAP;
7-9-2018;01:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-64;;;cm;-999999999;NAP;
7-9-2018;01:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-68;;;cm;-999999999;NAP;
7-9-2018;02:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-72;;;cm;-999999999;NAP;
7-9-2018;02:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-75;;;cm;-999999999;NAP;
7-9-2018;02:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-79;;;cm;-999999999;NAP;
7-9-2018;02:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-81;;;cm;-999999999;NAP;
7-9-2018;02:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-83;;;cm;-999999999;NAP;
7-9-2018;02:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-83;;;cm;-999999999;NAP;
7-9-2018;03:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-81;;;cm;-999999999;NAP;
7-9-2018;03:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-76;;;cm;-999999999;NAP;
7-9-2018;03:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-70;;;cm;-999999999;NAP;
7-9-2018;03:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-61;;;cm;-999999999;NAP;
7-9-2018;03:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-52;;;cm;-999999999;NAP;
7-9-2018;03:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-42;;;cm;-999999999;NAP;
7-9-2018;04:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-31;;;cm;-999999999;NAP;
7-9-2018;04:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-21;;;cm;-999999999;NAP;
7-9-2018;04:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;-10;;;cm;-999999999;NAP;
7-9-2018;04:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;0;;;cm;-999999999;NAP;
7-9-2018;04:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;10;;;cm;-999999999;NAP;
7-9-2018;04:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;20;;;cm;-999999999;NAP;
7-9-2018;05:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;29;;;cm;-999999999;NAP;
7-9-2018;05:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;37;;;cm;-999999999;NAP;
7-9-2018;05:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;45;;;cm;-999999999;NAP;
7-9-2018;05:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;52;;;cm;-999999999;NAP;
7-9-2018;05:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;58;;;cm;-999999999;NAP;
7-9-2018;05:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;64;;;cm;-999999999;NAP;
7-9-2018;06:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;70;;;cm;-999999999;NAP;
7-9-2018;06:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;74;;;cm;-999999999;NAP;
7-9-2018;06:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;79;;;cm;-999999999;NAP;
7-9-2018;06:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;83;;;cm;-999999999;NAP;
7-9-2018;06:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;88;;;cm;-999999999;NAP;
7-9-2018;06:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;91;;;cm;-999999999;NAP;
7-9-2018;07:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;95;;;cm;-999999999;NAP;
7-9-2018;07:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;100;;;cm;-999999999;NAP;
7-9-2018;07:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Harlingen;104;;;cm;-999999999;NAP;
